id,category,subcategory,question,answer,keywords,audience,source_url,source_type,as_of,volatility,confidence,notes
kb-065,airport,flights,How do I check my flight status at the airport?,"Flight information screens are displayed inside the terminal, and live status is available from your operating airline's website or app. SCASPA also maintains a flights page on its website.",flight status|delayed|on time|screens|fids|check flight|live status,traveller,https://www.scaspa.com/flights-airport.html,official-site,2026-07-31,high,probable,Flights page confirmed to exist. Screens/app advice is workbook-supplied but unremarkable.
kb-066,airport,hours,What time does the passenger terminal open?,"SCASPA publishes airport hours of 6:00 am to 9:00 pm daily. Client-supplied guidance suggests the terminal opens around 5:00 am ahead of the first departure and stays open until the last flight clears; where these differ, the published hours are the official position.",terminal open|what time open|first flight|early morning|terminal hours,traveller,https://www.scaspa.com/contact.html,official-site,2026-07-31,medium,probable,"CONFLICT: workbook says ~5:00 am, official contact page says 6:00 am. Official figure leads; conflict disclosed."
kb-067,airport,identity,What is the airport in St. Kitts called?,"Robert L. Bradshaw International Airport, formerly known as Golden Rock Airport. It sits just north-east of Basseterre.",airport name|rlb|bradshaw|golden rock|which airport|st kitts airport,traveller,https://www.scaspa.com/airport-about.html,official-site,2026-07-31,low,confirmed,"Also written Robert Llewellyn Bradshaw International Airport, abbreviated RLBIA or RLB."
kb-068,airport,identity,Who was the airport named after?,"The airport is named after Robert Llewellyn Bradshaw, the first Premier of St. Kitts-Nevis-Anguilla.",named after|bradshaw|who was bradshaw|premier|name origin,traveller,https://www.scaspa.com/airport-about.html,official-site,2026-07-31,low,confirmed,
kb-069,airport,immigration,Do I need to fill in an immigration form?,"Yes. St. Kitts and Nevis uses an online travel form, which SCASPA links from its airport page at knatravelform.kn.",immigration form|travel form|entry form|customs form|arrival card,traveller,https://www.scaspa.com/airport.html,official-site,2026-07-31,medium,confirmed,"Operated by national immigration, not SCASPA. Link only; never advise on immigration eligibility."
kb-070,airport,infrastructure,How long is the runway?,"SCASPA's current company profile gives the runway as 2,321 metres (7,617 feet). An older page on the same site cites 8,002 feet, so confirm directly with SCASPA if an exact figure matters operationally.",runway length|how long runway|8002|2321|runway size,business,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,probable,"UNRESOLVED CONFLICT between two official SCASPA pages, a gap of roughly 118 m. Never state either figure as definitive. Flagged for client verification."
kb-071,airport,infrastructure,What size aircraft can the airport handle?,"The airport accommodates commercial wide-body jets, with apron capacity for up to six wide-bodied aircraft at once. Aircraft operating there have included the British Airways Boeing 777; the largest ever to land was a Boeing 747-400.",aircraft size|wide body|747|777|jumbo jet|capacity|can it handle,business,https://www.scaspa.com/airport-about.html,official-site,2026-07-31,low,confirmed,
kb-072,airport,infrastructure,What is the airport's elevation and runway designation?,The airport sits at approximately 170 feet (52 metres) above sea level and has a single runway designated 07/25.,elevation|altitude|runway designation|07|25|single runway|height,business,https://en.wikipedia.org/wiki/Robert_L._Bradshaw_International_Airport,reference,2026-07-31,low,probable,"From aviation references, not SCASPA. Pilots must use current AIP/NOTAM data, never a chatbot. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-073,airport,infrastructure,How much did the 2006 airport renovation cost?,"The renovation completed in December 2006 is reported to have cost around US$17 million, financed through loans from the St. Kitts-Nevis-Anguilla National Bank and from Taiwan.",renovation cost|17 million|expansion cost|funding|investment|2006,business,https://en.wikipedia.org/wiki/Robert_L._Bradshaw_International_Airport,reference,2026-07-31,low,probable,"Cost and financing are from a reference source, not SCASPA. Treat as background only."
kb-074,airport,location,How far is the airport from downtown Basseterre?,"The airport lies just northeast of Basseterre, roughly 3 kilometres (about 2 miles) from the town centre, in the Golden Rock area.",how far|distance|location|where is airport|golden rock|from town,traveller,https://www.scaspa.com/airport-about.html,official-site,2026-07-31,low,confirmed,'Just northeast of Basseterre' is SCASPA's wording; the 3 km figure is corroborated by aviation references.
kb-075,airport,parking,How much does airport parking cost?,"SCASPA does not publish parking rates on its website. Monthly and annual parking decals can be paid through the online portal at pay.scaspa.com, which calculates the amount at checkout, or you can call (869) 465-8121.",parking|car park|parking fee|decal|parking cost|rates|daily ferry schedule|how often ferries|ferry frequency,traveller,https://pay.scaspa.com/,official-site,2026-07-31,medium,confirmed,NO FIGURE IS PUBLISHED. The portal shows categories but not prices until checkout. Never quote an amount. | REMAP: source 'official-portal'->'official-site': pay.scaspa.com is SCASPA-operated
kb-076,airport,projects,What was the apron rehabilitation project?,"The RLBIA Apron Rehabilitation Project addressed severe cracking on the apron and connected commercial taxiways Bravo and Charlie. Announced as ongoing in November 2023, it was completed in December 2023, ahead of schedule. The apron now sits directly in front of the terminal, so aircraft park closer and passengers reach the terminal faster.",apron|rehabilitation|apron project|cracks|taxiway|resurfacing,business,https://www.scaspa.com/world-class-air-and-sea-gateways.html,official-site,2024-05-09,low,confirmed,"Several news outlets wrote 'runways Bravo and Charlie'; these are taxiways. Completed, so now stable."
kb-077,airport,projects,Has the airport added new gates?,"Yes. A sixth departure gate was added, with a new stairway and ramp, boosting operational capacity and easing passenger flow through the departure lounge.",gate 6|sixth gate|new gate|departure lounge|expansion,traveller,https://www.scaspa.com/world-class-air-and-sea-gateways.html,official-site,2024-05-09,low,confirmed,"Announced October 2023, confirmed complete in the May 2024 CEO interview."
kb-078,airport,projects,What is the common-use platform at the airport?,"A common-use terminal equipment system supplied by SITA, letting any airline operate from any check-in position rather than reserving dedicated counters. It was scheduled to go live in February 2025 and is intended to cut wait times and streamline check-in and baggage processes.",common use|sita|self check in|cute|check in system|shared counters,business,https://www.sknis.gov.kn/2024/12/18/scaspa-to-introduce-common-use-platforms-at-the-rlb-international-airport-in-2025-to-streamline-services-and-improve-efficiency/,press,2024-12-18,medium,probable,"Go-live was announced but not independently confirmed as delivered. Say 'was scheduled', not 'is in use', until verified. | REMAP: source 'gov-news'->'press': government press release"
kb-079,airport,projects,What earlier upgrades has the airport had?,"A major renovation completed in December 2006 expanded the parking apron, resurfaced the runway and added a new taxiway. Phase I of a later rehabilitation programme resurfaced the runway and taxiways Bravo and Charlie, ending in March 2019, followed by work on Taxiway A and the apron. Solar-powered runway lighting has also been installed.",upgrades|renovation|2006|phase 1|history of works|improvements|handling fees|storage fees|demurrage|cargo charges,business,https://www.scaspa.com/airport-about.html,official-site,2026-07-31,low,confirmed,"Combines the airport-about page with 2019 press reporting. Historical, so stable."
kb-080,airport,reputation,Is the airport well regarded?,"SCASPA describes the airport as offering the conveniences of a world-class international airport of its size, and has claimed recognition as the best mid-size airport in the Caribbean.",best airport|award|reputation|ranking|quality|acclaimed|one way fare|adult fare|ferry ticket cost,traveller,https://www.findyello.com/st-kitts/robert-llewllyn-bradshaw-intl-airport-scaspa-/profile/,directory,2026-07-31,low,unverified,"SELF-DESCRIPTION, NOT AN INDEPENDENT AWARD. Attribute to SCASPA; do not restate as an objective ranking."
kb-081,airport,schedule,What time does my flight arrive or depart?,"SCASPA does not publish individual flight times as a fixed schedule. Live flight information is shown on the display monitors throughout the terminal, and the airport's flights page carries current information. For a specific flight, check with your airline.",flight time|arrivals|departures|flight schedule|when does my flight|delayed,traveller,https://www.scaspa.com/flights-airport.html,official-site,2026-07-31,high,confirmed,"ROUTING ROW, NOT A DATA ROW. Flight times are per-day and must never be answered from stored text."
kb-082,airport,security,What happens at airport security screening?,"Passengers pass through a screening checkpoint where liquids, laptops, metal objects and belts are normally removed and carry-on items are X-rayed. Exact requirements are set by aviation security regulators and can change - follow the instructions of screening officers on the day.",security|screening|checkpoint|x-ray|scanner|search|screening process,traveller,internal:scaspaexcel.xlsx#row-87,client-interview,2026-07-31,medium,probable,"Generic aviation practice. Deliberately avoids stating rules as fixed SCASPA policy. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-083,airport,security,What are the rules for liquids in carry-on baggage?,"International practice limits liquids, gels and aerosols to containers of 100 ml or less in a single clear resealable bag per passenger. Requirements vary by jurisdiction and change over time - confirm with your airline before travelling.",liquids|100ml|3-1-1|gels|aerosols|bottle|water|liquid rule,traveller,internal:scaspaexcel.xlsx#row-88,client-interview,2026-07-31,medium,probable,"Workbook framed this as the US '3-1-1' rule; reworded because that is a TSA formulation, not necessarily SKN regulation. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-084,airport,security,Are baby formula and breast milk exempt from liquid limits?,"Formula, breast milk, juice and baby food are generally permitted in quantities above the standard liquid limit but must be declared separately for inspection. Confirm with your airline before travelling.",breast milk|formula|baby food|juice|infant|exempt|baby liquids,traveller,internal:scaspaexcel.xlsx#row-93,client-interview,2026-07-31,medium,probable,"Consistent with international practice. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-085,airport,security,How are passengers with pacemakers or implants screened?,Tell the screening officer before you enter the checkpoint. Passengers with pacemakers or metal implants are normally screened by alternative means rather than a walk-through metal detector.,pacemaker|implant|metal implant|medical device|screening|hip replacement,traveller,internal:scaspaexcel.xlsx#row-91,client-interview,2026-07-31,low,probable,"'Inform the officer' is the safe, durable instruction regardless of local procedure. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-086,airport,security,Can I bring a CPAP or medical device on board?,Medical devices such as CPAP and BiPAP machines and nebulisers are permitted. They usually need to be removed from their case and screened separately. Notify your airline in advance.,cpap|bipap|nebuliser|medical equipment|oxygen|device|machine,traveller,internal:scaspaexcel.xlsx#row-90,client-interview,2026-07-31,low,probable,"Consistent with international practice. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-087,airport,security,Can I travel with prescription medication?,"Yes. Keep prescription medication in its original labelled container in your carry-on baggage, and carry supporting documentation from your prescriber if the medication is controlled or injectable.",medication|prescription|medicine|pills|drugs|insulin|tablets,traveller,internal:scaspaexcel.xlsx#row-111,client-interview,2026-07-31,low,probable,"Controlled-substance import rules are a Customs matter - do not advise on specific drugs. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-088,airport,security,Where should lithium batteries and power banks be packed?,Spare lithium batteries and power banks must be carried in cabin baggage and must not be placed in checked luggage. This is an international aviation safety requirement.,lithium|battery|power bank|charger|batteries|checked bag,traveller,internal:scaspaexcel.xlsx#row-101,client-interview,2026-07-31,low,confirmed,"This is a well-established ICAO/IATA dangerous goods rule and is safe to state plainly. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-089,airport,security,Are sharp objects allowed in carry-on baggage?,"Sharp items including knives, blades and scissors must be placed in checked baggage rather than carried into the cabin.",knife|scissors|sharp|blade|razor|pocket knife|nail file,traveller,internal:scaspaexcel.xlsx#row-108,client-interview,2026-07-31,low,probable,"Standard aviation security practice. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-090,airport,security,Are e-cigarettes and vapes allowed?,"Vaping devices and e-cigarettes must be carried in cabin baggage, not checked luggage, because of their lithium batteries. Vaping is prohibited in the terminal and on board aircraft.",vape|e-cigarette|electronic cigarette|juul|vaping|smoking device,traveller,internal:scaspaexcel.xlsx#row-110,client-interview,2026-07-31,low,probable,"Consistent with the lithium battery rule. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-091,airport,security,Are fireworks or flares allowed in baggage?,"No. Fireworks, flares, pyrotechnics and party poppers are prohibited in both cabin and checked baggage.",fireworks|flares|pyrotechnics|explosives|prohibited|banned items,traveller,internal:scaspaexcel.xlsx#row-114,client-interview,2026-07-31,low,confirmed,"Established dangerous goods prohibition - safe to state plainly. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-092,airport,security,What items are prohibited in baggage?,"Prohibited items include flammable liquids and solids, fireworks, bleaching agents, tear gas, organic peroxides, mercury and illegal narcotics. Firearms, ammunition and explosives require prior written clearance from the Commissioner of Police.",prohibited|banned|forbidden|not allowed|restricted items|dangerous goods,traveller,internal:scaspaexcel.xlsx#row-100,client-interview,2026-07-31,low,probable,"Consistent with IATA dangerous goods categories. Firearms clearance is a police matter, not SCASPA. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-093,airport,security,Can security open my checked baggage?,Yes. Authorised security personnel may open and inspect checked baggage where screening identifies items requiring further examination.,open bag|inspect|search luggage|checked baggage|inspection|tampered,traveller,internal:scaspaexcel.xlsx#row-116,client-interview,2026-07-31,low,probable,"Standard practice. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-094,airport,statistics,How many passengers use the airport each year?,"Robert L. Bradshaw International Airport handled 317,618 passengers in 2024.",passenger numbers|how many passengers|traffic|annual passengers|statistics,business,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,medium,confirmed,"CONFLICT: a May 2024 CEO interview cites 'over 400,000 passengers each year'. The 317,618 figure is specific, dated and on the current site, so it is preferred. Always state the year."
kb-095,airport,sustainability,Is SCASPA investing in renewable energy?,"Yes. SCASPA has planned a solar farm at the airport and has been considering one at the cruise terminal, as part of the country's move toward becoming a sustainable island state. Shore power for cruise ships is already available at Port Zante's Pier 1.",solar|renewable|green|sustainability|clean energy|environment,business,https://www.scaspa.com/world-class-air-and-sea-gateways.html,official-site,2024-05-09,medium,probable,"Stated as intent in May 2024. Completion unconfirmed; use 'planned', not 'operating'."
kb-096,airport,systems,Has the control tower been upgraded?,"Yes. SCASPA installed a new Voice Communication Control System at the airport control tower, supporting air traffic control operations and the safe management of national airspace.",control tower|vccs|air traffic control|communication system|atc,business,https://www.nevispages.com/scaspa-installs-new-communication-system-at-airport-control-tower,press,2026-07-31,medium,probable,Regional media report with no publication date on the source page. Treat as recent but undated. | REMAP: source 'news-media'->'press': news article
kb-097,airport,transport,Where do I find taxis at the airport?,"Taxis wait directly outside the arrivals exit. Authorised taxis carry official registration plates. Agree the fare with the driver before travelling, as SCASPA does not set or publish taxi rates.",taxi stand|where taxi|arrivals|pick up|cab rank|transport,traveller,internal:scaspaexcel.xlsx#row-38,client-interview,2026-07-31,low,probable,"Location detail is workbook-supplied; the fare caveat is ours and is the important part. See kb-056. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-098,airport,transport,Are car rentals available at the airport?,Client-supplied guidance indicates several international and local car rental companies operate at or adjacent to the terminal. Confirm with your chosen provider before travelling.,car rental|rent a car|hire car|vehicle|rental agency|avis|hertz,traveller,internal:scaspaexcel.xlsx#row-40,client-interview,2026-07-31,medium,probable,"Workbook-supplied but unremarkable for an international airport. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-099,airport,transport,Do I need a local driving permit to drive in St. Kitts?,"Visitors are generally required to obtain a temporary visitor's driving permit, available through rental agencies or the police on presentation of a valid home licence. The fee is set by the Government, not SCASPA - confirm the current amount when you apply.",driving permit|licence|license|drivers permit|drive|visitor permit,traveller,internal:scaspaexcel.xlsx#row-41,regulator,2026-07-31,medium,probable,The permit requirement is well established; the workbook's XCD 62.50 / USD 24 figure is deliberately omitted as unverified and government-set.
kb-100,airport,transport,Where do hotel shuttles and tour operators meet arriving guests?,Client-supplied guidance indicates hotel shuttles and tour operators meet guests in the designated transportation area immediately outside the customs exit.,shuttle|hotel transfer|tour operator|pick up|meet|greeter|transfer,traveller,internal:scaspaexcel.xlsx#row-81,client-interview,2026-07-31,low,probable,"Workbook-supplied. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-101,airport,trivia,What is the most unusual flight to have landed at the airport?,"In 2011 a chartered SriLankan Airlines Airbus A340-300 flew to St. Kitts from Colombo, a journey of nearly 10,000 miles.",unusual flight|longest flight|sri lankan|a340|record|charter,traveller,https://www.scaspa.com/airport-about.html,official-site,2026-07-31,low,confirmed,Light engagement row.
kb-102,cruise,berthing,How many piers does Port Zante have?,Port Zante has two piers. Pier 1 was redesigned in the early 2000s and Pier 2 was completed in 2019. Between them they can accommodate up to four cruise vessels at once.,how many piers|two piers|pier 1|pier 2|berths|capacity,cruise,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Workbook said 'Oasis-class'; SCASPA's own site says Icon-class, which is the larger and newer class. Corrected."
kb-103,cruise,berthing,What is the water depth at the Port Zante cruise piers?,"Minimum depth is 10.5 metres at Pier 1 and 11.5 metres at Pier 2, in both cases at the northern-most bollard, increasing gently southward.",depth|draft|draught|how deep|water depth|clearance,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Workbook gave a vaguer '10 to 12 metres'. Official per-pier figures used instead. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-104,cruise,berthing,How does a cruise line request a berth at Port Zante?,Berth requests are submitted by accredited port agents to SCASPA's Marine Division in advance. The Marine Division can be reached at marinedivision@scaspa.com.,berth booking|request berth|book|port agent|allocation|schedule vessel,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,probable,"Marine Division contact confirmed in official PDF; the agent-submission process is workbook-supplied but standard. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-105,cruise,berthing,Can private yachts berth at Port Zante?,"Port Zante's piers are dedicated to cruise vessels, but larger yachts may be able to arrange berthing through SCASPA Marine Operations or a local shipping agent. The Port Zante Marina handles smaller craft and tender operations on VHF 68/16.",yacht|superyacht|megayacht|private vessel|marina|berth yacht,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,medium,probable,"Marina VHF confirmed in official PDF; yacht berthing arrangement is workbook-supplied. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-106,cruise,capacity,How many cruise ships can Port Zante handle at once?,Port Zante has two piers and can accommodate up to four cruise ships simultaneously.,how many ships|capacity|berths|simultaneous|four ships|piers|taxi fare|taxi to basseterre|taxi cost|taxi rates,cruise,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,"Four ships across two piers, since each pier has an east and a west side."
kb-107,cruise,emergency,What should I do if I miss my cruise ship?,"Contact your cruise line's local port agent immediately - their details are printed in the daily ship bulletin - and speak to port security at Port Zante. Your cruise line, not SCASPA, arranges onward travel.",missed ship|miss cruise|left behind|late|ship sailed|stranded,cruise,internal:scaspaexcel.xlsx#row-134,client-interview,2026-07-31,low,probable,"High-distress query. Routing to the port agent is the correct and reliable action. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-108,cruise,facilities,What facilities are available at Port Zante for cruise passengers?,"Port Zante offers duty-free retail, craft and souvenir markets, restaurants and bars, taxi and tour dispatch, visitor information and restrooms, alongside its cruise piers.",facilities|amenities|what is there|shops|restaurants|services|toilets,cruise,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,probable,Duty-free complex confirmed by SCASPA; the fuller amenity list is workbook-supplied.
kb-109,cruise,facilities,Is there a craft market at Port Zante?,"Client-supplied guidance identifies the Amina Craft Market within Port Zante, where local artisans sell handmade crafts, clothing and souvenirs.",craft market|amina|artisan|local crafts|souvenirs|handmade|vendors,cruise,internal:scaspaexcel.xlsx#row-136,client-interview,2026-07-31,low,probable,"Named facility, plausible and specific. Verify with Port Zante before publishing. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-110,cruise,facilities,Is Port Zante wheelchair accessible?,"Client-supplied guidance describes wide, flat paved walkways and ramps designed for ease of mobility. Passengers with specific access needs should confirm arrangements with their cruise line.",accessible|wheelchair|stroller|mobility|ramps|disabled access,cruise,internal:scaspaexcel.xlsx#row-129,client-interview,2026-07-31,low,unverified,"ACCESSIBILITY ROW - hedged deliberately; a confident wrong answer here has real consequences. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-111,cruise,facilities,Is luggage storage available at Port Zante?,"Client-supplied guidance states there are no public luggage storage facilities at Port Zante, for port security reasons.",luggage storage|store bags|locker|left luggage|bags,cruise,internal:scaspaexcel.xlsx#row-145,client-interview,2026-07-31,low,probable,"Negative answer, low risk. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-112,cruise,governance,Who manages the shops and vendor licences at Port Zante?,"Client-supplied guidance indicates retail leases and vendor licensing at Port Zante are handled by the Urban Development Corporation in coordination with SCASPA, rather than by SCASPA alone.",vendor licence|shop lease|udc|who manages|retail|tenancy|rent,business,internal:scaspaexcel.xlsx#row-144,client-interview,2026-07-31,medium,unverified,"SCOPE ROW. Plausible given Port Zante's development history, but unverified. Route commercial enquiries rather than asserting. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-113,cruise,identity,What is Port Zante?,"Port Zante is St. Kitts' cruise terminal, in the heart of Basseterre. It is dedicated exclusively to cruise ships and includes modern piers and a duty-free shopping complex, with access to local attractions, restaurants and cultural experiences.",port zante|cruise terminal|cruise port|where do ships dock,cruise,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,Port Zante has its own website at portzante.com for retail and marina matters.
kb-114,cruise,information,Where can cruise passengers get tourist information?,"Client-supplied guidance indicates the St. Kitts Tourism Authority operates an information booth in the Port Zante arrivals plaza. Tourism promotion is the Tourism Authority's role, not SCASPA's.",tourist information|visitor centre|tourism|help desk|information booth|guide,cruise,internal:scaspaexcel.xlsx#row-140,client-interview,2026-07-31,low,probable,"SCOPE NOTE added: tourism enquiries belong to the Tourism Authority. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-115,cruise,infrastructure,What are the specifications of Pier 1 at Port Zante?,"Pier 1 was redesigned in the early 2000s and handles passenger operations at MARSEC Level 1. The solid pier is 281 m long and 12 m wide, about 3 m above the waterline, with an overall length of roughly 457 m including dolphins. It carries 20 bollards spaced 30 m apart, mostly rated 120 tonnes with some at 150 tonnes, and Super Cell fenders protruding 1.5 m. Minimum depth is 10.5 m and the pier heading is 000 / 180 degrees.",pier 1|berth specifications|pier length|depth|bollards|fenders|draft,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Position 17 17.437 N 062 43.350 W. Dolphins are not connected to the solid pier on Pier 1. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-116,cruise,infrastructure,What are the specifications of Pier 2 at Port Zante?,"Pier 2 was completed in 2019 and handles passenger operations at MARSEC Level 1. The solid pier is 205 m long and 20 m wide, about 3.3 m above the waterline, with an overall length of roughly 405 m. Its dolphins are linked by a prefabricated trestle. It carries 18 bollards spaced 25 m apart, mostly rated 150 tonnes with some at 200 tonnes, and Cone fenders protruding 1.5 m. Minimum depth is 11.5 m and the pier heading is 033 / 213 degrees.",pier 2|berth specifications|pier length|depth|bollards|newer pier,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"GAP: the source gives no lat/long for Pier 2, unlike Pier 1 and the Deep Water Port. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-117,cruise,location,Where is Port Zante?,"Port Zante is on the Basseterre waterfront, in the heart of the capital and immediately adjacent to the town centre. It is a short walk from The Circus and Independence Square.",where is port zante|location|basseterre|downtown|walk|the circus,cruise,https://www.scaspa.com/company-profile.html,official-site,2026-07-31,low,confirmed,'Heart of Basseterre' is SCASPA's own wording. Walking-distance detail is workbook-supplied but consistent.
kb-118,cruise,marina,How do I contact the Port Zante Marina?,"The Port Zante Marina can be reached on 1 869 662 9374, or by VHF on channels 68 and 16. Tender operations are arranged with the marina after consultation with Basseterre Port Control.",marina|tender|yacht|vhf 68|port zante marina|small craft,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-119,cruise,operations,Should vessels berth bow in or stern in at Port Zante?,"During periods of noticeable swell, vessels are strongly recommended to berth stern in at both Pier 1 and Pier 2. The approach is discussed during the master-pilot exchange.",berth stern in|bow in|swell|mooring orientation|how to berth,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-120,cruise,operations,Is anchorage available for cruise vessels?,"Yes. Anchorage is permitted for passenger operations after consultation with Basseterre Port Control for a position, and with the Port Zante Marina on VHF 68 or 16 for tender operations. Arrangements should be made in advance through the port agency, though short-notice requests can be accommodated in poor weather.",anchorage|anchor|tender operations|at anchor|no berth available,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-121,cruise,operations,Are horn salutes allowed in port?,"Yes. Horn salutes and horn battles are welcomed, particularly on departure before 1900 hours. If in doubt, consult Port Control.",horn|horn salute|horn battle|whistle|ship horn|noise,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"Genuinely official and a good test of source fidelity; assistants tend to assume this is a joke. | REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-122,cruise,operations,Can we carry out lifeboat drills in port?,Yes. Lifeboat drills and maintenance can be carried out after prior discussion with the Port Authority.,lifeboat|drill|maintenance|safety drill|muster,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-123,cruise,operations,Is fuel bunkering available?,Yes. Fuel bunkering is welcomed and is arranged through discussions with the port agency.,bunkering|fuel|refuel|bunker|fuel supply,business,https://www.scaspa.com/uploads/9/5/2/1/95213570/scaspa_passenger_operations_-_port_pilotage_and_berthing_information__september_2025___1_.pdf,official-pdf,2025-09-01,low,confirmed,"REMAP: audience 'shipping'->'business': professional/commercial user, not a passenger"
kb-124,cruise,safety,Is swimming allowed around the Port Zante piers?,"No. Swimming, diving and unauthorised boating in the cruise berthing basin are prohibited for safety and security reasons.",swimming|swim|diving|snorkel|boating|prohibited|safety,cruise,internal:scaspaexcel.xlsx#row-143,client-interview,2026-07-31,low,probable,"Standard port safety rule. | REMAP: source 'client-supplied'->'client-interview': client asserted, unverified - trust tier UNCHANGED"
kb-125,cruise,schedule,What time do cruise ships arrive at Port Zante?,"Arrival times vary by ship and by day, so SCASPA publishes them in a live vessel schedule rather than a fixed timetable. Check the cruise ship schedule on scaspa.com for the date you need.",cruise arrival|ship time|when does ship arrive|schedule|port zante schedule,cruise,https://www.scaspa.com/cruise-ship-schedule.html,official-site,2026-07-31,high,confirmed,"ROUTING ROW. Never store or state a cruise arrival time. Live data sits in SCASPA's berthing system, not the CMS."
